zip,city,state
53051,null,Wisconsin
30080,Pompano Beach,Georgia
67601,null,Kansas
60106,Addison,Illinois
48603,Comstock Park,Michigan
33781,Lakeland,Florida
32809,null,Florida
39208,Brandon,Mississippi
30093,Norwood Young America,Georgia
34207,Palmetto,Florida
27592,Garner,North Carolina
27604,Fuquay-Varina,North Carolina
34207,Tallahassee,Florida
32804,Winter Park,Florida
27357,Grover,North Carolina
60106,Berlin,Illinois
8210,Sacramento,New Jersey
7104,Dayton,New Jersey
30067,Fayetteville,Georgia
34471,null,Florida
27529,New York,North Carolina
30512,Dahlonega,Georgia
34450,Homosassa,Florida
30110,Rome,Georgia
33770,Homosassa,Florida
30606,Crockett,Georgia
37408,London,Tennessee
33708,Palmetto,Florida
35661,null,Alabama
32927,Orlando,Florida
29150,null,South Carolina
30907,Augusta,Georgia
32084,Hialeah,Florida
33980,Oklahoma City,Florida
35117,Birmingham,Alabama
37087,Antioch,Tennessee
50131,Ames,Iowa
7104,Islip Terrace,New Jersey
7104,Jim Thorpe,New Jersey
29456,Goose Creek,South Carolina
30736,Rossville,Georgia
34207,Manchester,Florida
28379,Salisbury,North Carolina
32303,null,Florida
27127,Durham,North Carolina
30055,Athens,Georgia
30134,Powder Springs,Georgia
34207,Canton,Florida
29456,Charleston,South Carolina
30236,Belgrade,Georgia
37921,null,Tennessee
31220,Montgomery,Georgia
28412,Sanford,North Carolina
32505,Destin,Florida
30066,Marietta,Georgia
28752,Spruce Pine,North Carolina
32503,Fairhope,Florida
27284,Clayton,North Carolina
28097,Albemarle,North Carolina
30655,Friendsville,Georgia
28806,Hendersonville,North Carolina
27105,Salisbury,North Carolina
32064,Fort White,Florida
25526,Saint Albans,West Virginia
29609,Arden,South Carolina
28117,Waxhaw,North Carolina
29730,Sylva,South Carolina
30080,Myrtle Beach,Georgia
18915,Chalfont,Pennsylvania
31533,Norman Park,Georgia
30540,Blue Ridge,Georgia
36606,Foley,Alabama
34205,Hialeah,Florida
29418,North Charleston,South Carolina
34748,Orlando,Florida
33756,null,Florida
39507,null,Mississippi
32303,Niceville,Florida
8210,Baltimore,New Jersey
33603,Gainesville,Florida
27262,Grand Rapids,North Carolina
31705,Leesburg,Georgia
30281,Jonesboro,Georgia
27603,Knightdale,North Carolina
27105,Roanoke,North Carolina
20852,Arlington,Maryland
29405,Durban,South Carolina
30248,Riverdale,Georgia
36618,Albany,Alabama
32824,Apopka,Florida
34601,Hudson,Florida
30016,Stone Mountain,Georgia
32548,Panama City,Florida
38834,Tupelo,Mississippi
32534,null,Florida
32839,Apopka,Florida
29302,null,South Carolina
29456,null,South Carolina
32771,Kissimmee,Florida
39051,Philadelphia,Mississippi
27101,High Point,North Carolina
33709,Clearwater,Florida
39507,Moss Point,Mississippi
27284,High Point,North Carolina
33415,Pompano Beach,Florida
27592,Fayetteville,North Carolina
29526,Orangeburg,South Carolina
8210,Troy,New Jersey
27604,Eagle Springs,North Carolina
33610,Winter Garden,Florida
27604,Greensboro,North Carolina
30606,Athens,Georgia
30044,null,Georgia
31313,Fleming,Georgia
22302,Fort Collins,Virginia
30233,Roswell,Georgia
31069,Douglas,Georgia
7104,Woodbridge,New Jersey
34233,Vallentuna,Florida
30606,Jefferson,Georgia
34207,Satellite Beach,Florida
29407,Ellenwood,South Carolina
48634,Vassar,Michigan
32822,Dunnellon,Florida
31093,New Orleans,Georgia
28806,Weaverville,North Carolina
22302,Fairmont,Virginia
30120,Woodstock,Georgia
37421,Cleveland,Tennessee
30084,Lawrenceville,Georgia
39503,Gulfport,Mississippi
33612,Plant City,Florida
7104,Norristown,New Jersey
34429,Beverly Hills,Florida
30075,St Louis,Georgia
33912,Gainesville,Florida
8210,Dearborn,New Jersey
30009,Alpharetta,Georgia
37421,Huntingdon Valley,Tennessee
7104,Reading,New Jersey
31602,Thomasville,Georgia
29649,Spring Lake,South Carolina
30341,Brooklyn,Georgia
27405,Greensboro,North Carolina
29732,Van Wyck,South Carolina
33415,Roanoke,Florida
32216,Cape Coral,Florida
33023,null,Florida
27262,Ellenwood,North Carolina
28105,Waxhaw,North Carolina
2090,Orono,Massachusetts
27262,Charlotte,North Carolina
31788,Tifton,Georgia
32505,Omega,Florida
37421,null,Tennessee
35235,Chattanooga,Alabama
32304,Panama City,Florida
53045,null,Wisconsin
34207,Saint Petersburg,Florida
77338,Houston,Texas
33781,Largo,Florida
28461,Sumter,North Carolina
31788,Granville,Georgia
39042,Chantilly,Mississippi
7104,Los Angeles,New Jersey
29732,Moscow,South Carolina
34207,New Port Richey,Florida
27105,New York,North Carolina
27284,Winston-Salem,North Carolina
30135,Gadsden,Georgia
32117,Lakeland,Florida
28806,Granite Falls,North Carolina
32308,Panama City Beach,Florida
28110,Winston-Salem,North Carolina
30060,Cumming,Georgia
53045,Oconomowoc,Wisconsin
75041,Irving,Texas
37421,Collegedale,Tennessee
32505,Chennai,Florida
32771,Ocala,Florida
39201,Winnsboro,Mississippi
48603,Troy,Michigan
33709,Saint Petersburg,Florida
28461,Wilmington,North Carolina
35661,Decatur,Alabama
33612,null,Florida
29301,Inman,South Carolina
8753,Hightstown,New Jersey
28791,Sacramento,North Carolina
28470,null,North Carolina
28906,Franklin,North Carolina
1523,Biddeford,Massachusetts
33903,Naples,Florida
22312,Manassas,Virginia
47130,Jeffersonville,Indiana
31794,Nashville,Georgia
37421,Land O' Lakes,Tennessee
7104,Elizabeth,New Jersey
30040,Cumming,Georgia
30434,Swainsboro,Georgia
32837,Clermont,Florida
29170,Lexington,South Carolina
33777,Ponchatoula,Florida
34652,Tampa,Florida
31792,Thomasville,Georgia
37748,Oakdale,Tennessee
37660,Kingsport,Tennessee
29720,Lenoir,South Carolina
33612,Spring Hill,Florida
33770,Macomb,Florida
32060,Altamonte Springs,Florida
33781,Sun City Center,Florida
32505,Valdosta,Florida
32809,Medellín,Florida
32303,Waynesboro,Florida
27592,Wilmington,North Carolina
39301,null,Mississippi
30248,Memphis,Georgia
34207,Clermont,Florida
42420,Chicago,Kentucky
39051,Hattiesburg,Mississippi
31061,null,Georgia
34207,Weirton,Florida
39828,null,Georgia
34207,Metairie,Florida
28303,Chester,North Carolina
34231,New Port Richey,Florida
32618,Asheboro,Florida
30016,Snellville,Georgia
37912,Lenoir City,Tennessee
30024,Alpharetta,Georgia
7104,Kennett Square,New Jersey
33770,Pinellas Park,Florida
30168,null,Georgia
33815,Lakeland,Florida
29170,Darlington,South Carolina
27592,Clinton,North Carolina
32503,Bloomington,Florida
48603,Royal Oak,Michigan
28806,Asheville,North Carolina
37408,Chattanooga,Tennessee
48603,Roscommon,Michigan
34207,Cambridge,Florida
50131,Fayette,Iowa
3051,South Paris,New Hampshire
29730,Raleigh,South Carolina
27127,Greensboro,North Carolina
37311,Hernando,Tennessee
25526,Tornado,West Virginia
32534,Pike Road,Florida
39301,Booneville,Mississippi
33023,Tampa,Florida
27944,null,North Carolina
32428,null,Florida
48603,Farwell,Michigan
75142,Dallas,Texas
30135,Lawrenceville,Georgia
33032,Key Largo,Florida
94087,Fremont,California
33709,Winter Park,Florida
7104,Deer Park,New Jersey
36863,Lanett,Alabama
50131,Audubon,Iowa
30360,Lawrenceville,Georgia
30360,Pacific Palisades,Georgia
31601,Quitman,Georgia
31061,Louisville,Georgia
37138,Clarksville,Tennessee
30337,Gatlinburg,Georgia
31032,Smyrna,Georgia
39531,Mandeville,Mississippi
33064,Lakeland,Florida
31535,Willacoochee,Georgia
53045,Waupun,Wisconsin
30161,Calhoun,Georgia
38834,Corinth,Mississippi
30134,Douglasville,Georgia
48603,Mount Pleasant,Michigan
33523,null,Florida
29645,Simpsonville,South Carolina
31601,Pensacola,Georgia
61455,Table Grove,Illinois
24572,Arrington,Virginia
48603,Caledonia,Michigan
29645,null,South Carolina
37421,Benton,Tennessee
32808,Orlando,Florida
73128,Oklahoma City,Oklahoma
34601,Inverness,Florida
34450,Wildwood,Florida
30135,Douglasville,Georgia
34207,Takoma Park,Florida
33905,Austin,Florida
48634,Walled Lake,Michigan
32626,Perry,Florida
31794,Stone Mountain,Georgia
34207,Brampton,Florida
8232,null,New Jersey
31093,Acworth,Georgia
28906,Cleveland,North Carolina
33903,Fort Myers,Florida
18915,null,Pennsylvania
27828,Fremont,North Carolina
27893,Goldsboro,North Carolina
33069,Lebanon,Florida
27604,Redmond,North Carolina
78602,null,Texas
32805,Orlando,Florida
34613,Spring Hill,Florida
33770,Land O' Lakes,Florida
32505,Atmore,Florida
34748,Gainesville,Florida
31701,null,Georgia
39503,Biloxi,Mississippi
29483,Goose Creek,South Carolina
32164,null,Florida
28601,Hickory,North Carolina
27596,Raleigh,North Carolina
48603,Naubinway,Michigan
34243,Wollerau,Florida
30088,Lawrenceville,Georgia
33908,Moorestown Township,Florida
39648,Lucedale,Mississippi
30016,Wayne,Georgia
87031,Moriarty,New Mexico
32901,Melbourne,Florida
28311,Fayetteville,North Carolina
27028,Lexington,North Carolina
30024,Chattanooga,Georgia
33709,Dunedin,Florida
32060,Tallahassee,Florida
72401,null,Arkansas
37601,Jonesborough,Tennessee
33054,Miami,Florida
77598,Webster,Texas
37209,Goodlettsville,Tennessee
35501,null,Alabama
29407,Goose Creek,South Carolina
34946,null,Florida
37087,null,Tennessee
29620,Donalds,South Carolina
89502,null,Nevada
47670,Henderson,Indiana
32771,Altamonte Springs,Florida
27592,Raleigh,North Carolina
30281,Madison,Georgia
33709,Palm Harbor,Florida
30060,Calhoun,Georgia
27263,Oak Ridge,North Carolina
94087,Cupertino,California
30168,Greensboro,Georgia
31503,Blackshear,Georgia
34471,London,Florida
36606,Spring,Alabama
27284,Summerfield,North Carolina
31407,Bowling Green,Georgia
33314,Delray Beach,Florida
48603,Caro,Michigan
32308,Albany,Florida
31061,Lawrenceville,Georgia
7104,Marietta,New Jersey
23235,null,Virginia
30060,Cleveland,Georgia
29566,Ocean Isle Beach,South Carolina
30434,Statesboro,Georgia
61455,Roseville,Illinois
34207,Port Charlotte,Florida
37138,Hermitage,Tennessee
33770,London,Florida
31216,Hawkinsville,Georgia
28205,Moscow,North Carolina
87035,Fort Defiance,New Mexico
28601,Hudson,North Carolina
61053,Burlington,Illinois
30052,null,Georgia
22302,Hopewell,Virginia
36870,Alexander City,Alabama
48604,Saginaw,Michigan
47441,Elk Grove,Indiana
84074,Santa Ana,Utah
27604,Kao-sung,North Carolina
34207,Windermere,Florida
34207,Windsor,Florida
30096,McDonough,Georgia
34669,Spring Hill,Florida
34667,Inverness,Florida
31088,Cadwell,Georgia
37421,Manassas,Tennessee
7104,Lufkin,New Jersey
31216,Warner Robins,Georgia
29526,Loris,South Carolina
28412,Shallotte,North Carolina
75142,Seagoville,Texas
61455,Normal,Illinois
36618,null,Alabama
34748,Lakeland,Florida
34480,Belleview,Florida
28752,Charlotte,North Carolina
42420,Henderson,Kentucky
34238,Sarasota,Florida
15216,Greensburg,Pennsylvania
38330,Jackson,Tennessee
34207,Manassas,Florida
30165,Rome,Georgia
27592,Durham,North Carolina
30060,Umatilla,Georgia
34207,Järvenpää,Florida
29678,Seneca,South Carolina
30075,Wilson,Georgia
8753,Tarrytown,New Jersey
33597,Beverly Hills,Florida
39301,Little Rock,Mississippi
32303,Ponte Vedra Beach,Florida
36608,Houston,Alabama
8753,Chester Springs,New Jersey
32246,Altamonte Springs,Florida
29651,Lyman,South Carolina
77598,Dallas,Texas
32771,Lake Mary,Florida
34207,Naples,Florida
92675,Tempe,California
8753,Barnegat,New Jersey
29829,North Augusta,South Carolina
32822,Apopka,Florida
32626,Wildwood,Florida
30114,San Bruno,Georgia
33612,Valrico,Florida
30093,Riverdale,Georgia
31313,Hinesville,Georgia
28461,Myrtle Beach,North Carolina
32246,New Smyrna Beach,Florida
8232,Pleasantville,New Jersey
38024,South Fulton,Tennessee
32246,Orlando,Florida
33604,Spring Hill,Florida
33614,Chicago,Florida
61455,Beardstown,Illinois
48603,Twin Lake,Michigan
32822,Kissimmee,Florida
29732,Saint Petersburg,South Carolina
30115,Denver,Georgia
28110,Lindenhurst,North Carolina
29729,Mt. Pleasant,South Carolina
29526,Columbia,South Carolina
29150,Kannapolis,South Carolina
34432,Belgrade,Florida
7104,null,New Jersey
36116,Birmingham,Alabama
29526,Raleigh,South Carolina
33983,Punta Gorda,Florida
32244,null,Florida
32905,Melbourne,Florida
32809,Bridgeport,Florida
32084,Largo,Florida
35023,null,Alabama
30046,null,Georgia
36567,Hamel,Alabama
92083,Moscow,California
36203,Anniston,Alabama
32784,Saint Paul,Florida
8753,Egg Harbor,New Jersey
29729,null,South Carolina
8232,Villas,New Jersey
34231,Bradenton,Florida
33770,Ada,Florida
28806,Arden,North Carolina
28212,Charlotte,North Carolina
7104,Lincroft,New Jersey
28730,Fairview,North Carolina
48603,Lake City,Michigan
27856,Raeford,North Carolina
2601,Auburn,Massachusetts
67207,Hutchinson,Kansas
77034,Pasadena,Texas
20852,Silver Spring,Maryland
37311,Ooltewah,Tennessee
32091,Ocoee,Florida
30093,Tuscaloosa,Georgia
32503,Daphne,Florida
39531,null,Mississippi
33483,Sarasota,Florida
29150,Sumter,South Carolina
60453,Berwyn,Illinois
4072,Springfield,Maine
30040,Minooka,Georgia
36526,Pascagoula,Alabama
18915,King George,Pennsylvania
34207,Indiana,Florida
30110,Carrollton,Georgia
32626,Crestview,Florida
29609,Columbia,South Carolina
2339,Cumberland,Massachusetts
30907,San José,Georgia
28806,Pittsboro,North Carolina
32750,Punta Gorda,Florida
32503,Washington,Florida
30060,Athens,Georgia
30110,Brilliant,Georgia
27203,Thomasville,North Carolina
37030,Dixon Springs,Tennessee
48603,Saint Johns,Michigan
7104,Ridgefield Park,New Jersey
31794,Tifton,Georgia
29407,null,South Carolina
36526,Fairhope,Alabama
94087,Santa Cruz,California
34207,Atlanta,Florida
33440,Arcadia,Florida
27604,Adelaide,North Carolina
22312,null,Virginia
8753,Trenton,New Jersey
28601,Fayetteville,North Carolina
33563,Hialeah,Florida
39531,Ocean Springs,Mississippi
32839,null,Florida
37421,Columbia,Tennessee
28027,Gastonia,North Carolina
32505,null,Florida
32246,null,Florida
32809,Louisville,Florida
32839,Palatka,Florida
37207,Nashville,Tennessee
31533,Lexington,Georgia
32626,Gainesville,Florida
27284,New York,North Carolina
28358,Lumberton,North Carolina
46254,Indianapolis,Indiana
30096,Georgetown,Georgia
38237,Jackson,Tennessee
30234,Covington,Georgia
33709,Apopka,Florida
7104,Jonesboro,New Jersey
30135,Austell,Georgia
27025,Durham,North Carolina
65738,Joplin,Missouri
32566,Birmingham,Florida
35016,Chicago,Alabama
27215,Burlington,North Carolina
30120,Rockmart,Georgia
32304,Ellaville,Florida
98229,Omaha,Washington
32609,null,Florida
8753,Hopewell,New Jersey
48603,Alpena,Michigan
39531,Hopedale,Mississippi
33912,Minot,Florida
73128,Bowmanville,Oklahoma
33613,Greenville,Florida
30341,Fayetteville,Georgia
39503,Ridgeland,Mississippi
33523,Zephyrhills,Florida
30115,Charlotte,Georgia
39047,Brandon,Mississippi
39507,Folsom,Mississippi
30066,Stone Mountain,Georgia
32776,Windermere,Florida
40219,Shelbyville,Kentucky
34207,Venice,Florida
8210,Wildwood,New Jersey
29645,Union,South Carolina
39301,Jackson,Mississippi
28461,Conway,North Carolina
28601,Denver,North Carolina
7104,Wilmington,New Jersey
34690,Fort Walton Beach,Florida
28358,Eden,North Carolina
2767,Taunton,Massachusetts
36801,Auburn,Alabama
36618,Mobile,Alabama
32839,Saint Cloud,Florida
28358,Charlotte,North Carolina
32808,Longwood,Florida
34638,Valrico,Florida
34683,Plymouth,Florida
35020,null,Alabama
48603,Bowling Green,Michigan
27610,Durham,North Carolina
37421,Rossville,Tennessee
30248,Marietta,Georgia
34207,Apopka,Florida
34207,Chester,Florida
35212,null,Alabama
27357,Knightdale,North Carolina
30014,null,Georgia
33584,Seffner,Florida
27526,Vass,North Carolina
29730,Columbia,South Carolina
30540,Alpharetta,Georgia
34237,Acworth,Florida
27604,Woodbridge,North Carolina
39507,Lucedale,Mississippi
34207,Vankleek Hill,Florida
30906,null,Georgia
32507,Pensacola,Florida
34481,null,Florida
30071,Kennesaw,Georgia
7104,Crestwood,New Jersey
30824,Grovetown,Georgia
36830,Opelika,Alabama
29609,Benton,South Carolina
30248,Irving,Georgia
34668,Spring Hill,Florida
32428,Chipley,Florida
27403,Matthews,North Carolina
28083,Kannapolis,North Carolina
32218,Chesapeake,Florida
7104,Lake Worth,New Jersey
33905,Cape Coral,Florida
48603,Maryland Heights,Michigan
28303,Newland,North Carolina
32626,Beverly Hills,Florida
98229,Bellingham,Washington
33709,Pinellas Park,Florida
34207,Medina,Florida
30126,Douglasville,Georgia
27030,Houma,North Carolina
30747,Perry,Georgia
34207,Stone Mountain,Florida
37421,Irving,Tennessee
29407,Charleston,South Carolina
30909,Stone Mountain,Georgia
53546,Janesville,Wisconsin
32164,Palm Coast,Florida
48603,Apopka,Michigan
33023,Lakeland,Florida
30040,Marietta,Georgia
34207,Chelsea,Florida
28806,Moore,North Carolina
7104,Long Beach,New Jersey
34748,David,Florida
32626,Archer,Florida
48603,Tell City,Michigan
32060,Jacksonville Beach,Florida
27405,null,North Carolina
28202,Durham,North Carolina
48603,Big Rapids,Michigan
29316,Greer,South Carolina
28146,Salisbury,North Carolina
7104,Basking Ridge,New Jersey
35020,Tuscaloosa,Alabama
28806,Mills River,North Carolina
31406,Mt. Pleasant,Georgia
33801,Auburndale,Florida
31419,Independence,Georgia
30024,Knoxville,Georgia
32311,Miami,Florida
53051,Milwaukee,Wisconsin
32303,Gastonia,Florida
29609,null,South Carolina
32246,Baton Rouge,Florida
37030,Westmoreland,Tennessee
30097,Tampa,Georgia
30016,Chicago,Georgia
31088,Warner Robins,Georgia
8753,Wallingford,New Jersey
36606,Biloxi,Alabama
33770,Marianna,Florida
28717,Bethesda,North Carolina
46545,Mishawaka,Indiana
34982,Miami,Florida
78602,Tbilisi,Texas
32824,Santo Domingo,Florida
34207,New York,Florida
32503,Cedar Falls,Florida
37876,Tellico Plains,Tennessee
29526,Newark,South Carolina
36330,null,Alabama
34638,Port Charlotte,Florida
48603,Wilmington,Michigan
30606,null,Georgia
62801,Des Moines,Illinois
29053,Fort Huachuaca,South Carolina
22302,Upper Marlboro,Virginia
33614,Bluffton,Florida
27604,Northridge,North Carolina
32693,Branford,Florida
32218,Hinesville,Florida
34207,Gainesville,Florida
30122,Decatur,Georgia
34207,Lexington,Florida
29829,Aiken,South Carolina
27513,Elizabethtown,North Carolina
85016,Gilbert,Arizona
4072,Biddeford,Maine
22302,Greer,Virginia
31705,null,Georgia
23970,Richmond,Virginia
77598,League City,Texas
34689,Lake Worth,Florida
29803,Warner Robins,South Carolina
27101,Hāsal,North Carolina
32811,Apopka,Florida
30060,Newnan,Georgia
30434,North Augusta,Georgia
38801,Sumrall,Mississippi
27526,Garner,North Carolina
50131,Fulton,Iowa
32776,Maitland,Florida
31501,Vidalia,Georgia
31093,null,Georgia
31558,Kingsland,Georgia
61053,DeKalb,Illinois
39702,null,Mississippi
48640,null,Michigan
64116,null,Missouri
34207,Fort Lauderdale,Florida
30115,Lakeview,Georgia
27932,Fayetteville,North Carolina
28212,Pinnacle,North Carolina
73128,Little Rock,Oklahoma
31061,Ashburn,Georgia
22046,Pittsburgh,Virginia
31501,Fernandina Beach,Georgia
29624,Norwood,South Carolina
29732,Waxhaw,South Carolina
29053,Florence,South Carolina
61270,Freeport,Illinois
37421,Franklin,Tennessee
36606,Metairie,Alabama
28328,Clinton,North Carolina
61053,null,Illinois
48603,Novi,Michigan
30135,null,Georgia
33603,Clearwater,Florida
22302,Rockville,Virginia
33764,Lakeland,Florida
62801,Bloomington,Illinois
32962,Vero Beach,Florida
29607,Hendersonville,South Carolina
48603,Casselman,Michigan
20724,Gaithersburg,Maryland
32824,Palatka,Florida
33708,Lakeland,Florida
30075,Snellville,Georgia
36606,Dothan,Alabama
39702,Alabaster,Mississippi
96814,Honolulu,Hawaii
27101,Charlotte,North Carolina
70804,Houston,Louisiana
33440,Miami,Florida
32244,Hialeah,Florida
60543,null,Illinois
32505,Crestview,Florida
34237,Winter Garden,Florida
40701,Olmsted Falls,Kentucky
37421,Maryville,Tennessee
33610,Tampa,Florida
29016,Columbia,South Carolina
33709,null,Florida
34748,null,Florida
29728,Chesterfield,South Carolina
75142,Greenville,Texas
50131,Kansas City,Iowa
36830,Tampa,Alabama
34207,Austin,Florida
27513,Wake Forest,North Carolina
30747,Nashville,Georgia
33781,Odessa,Florida
32114,Lakeland,Florida
33709,Ormond Beach,Florida
7104,Brick Township,New Jersey
31088,Perry,Georgia
34677,Lakeland,Florida
38116,null,Tennessee
33880,Lake Wales,Florida
31204,Macon,Georgia
33624,Tampa,Florida
32308,Tallahassee,Florida
29045,Marietta,South Carolina
34207,Louisville,Florida
34207,Valrico,Florida
30016,Athens,Georgia
7104,Indianapolis,New Jersey
33908,Tallahassee,Florida
28557,Wilmington,North Carolina
2339,Biddeford,Massachusetts
27263,Greensboro,North Carolina
34652,Piedmont,Florida
28115,Clemmons,North Carolina
30188,Fayetteville,Georgia
32534,Niceville,Florida
36606,Saraland,Alabama
38115,Laurel,Tennessee
32301,Quincy,Florida
36526,Pensacola,Alabama
31217,Macon,Georgia
48603,Harrison,Michigan
30540,Ellijay,Georgia
33032,Miami,Florida
32696,Inverness,Florida
53051,Marinette,Wisconsin
37421,Atlanta,Tennessee
63042,O'Fallon,Missouri
29316,null,South Carolina
34475,Ocala,Florida
35501,Birmingham,Alabama
87035,Rio Rancho,New Mexico
2653,Cornelius,Massachusetts
61455,Redmond,Illinois
31324,Fort Stewart,Georgia
31709,null,Georgia
30084,Dacula,Georgia
31503,North Vernon,Georgia
48603,Weidman,Michigan
28306,Fayetteville,North Carolina
33908,Miami,Florida
30341,Jonesboro,Georgia
62801,Highland,Illinois
31533,Millen,Georgia
34207,Orlando,Florida
30134,Atlanta,Georgia
7104,Parsippany,New Jersey
34207,Peabody,Florida
29607,Kill Devil Hills,South Carolina
8753,Montclair,New Jersey
27357,Winston-Salem,North Carolina
8037,Berlin,New Jersey
18915,Easton,Pennsylvania
38834,Shannon,Mississippi
22302,Pflugerville,Virginia
60139,Elmhurst,Illinois
34207,Gibsonton,Florida
30075,Canton,Georgia
31061,Fitzgerald,Georgia
32311,Quitman,Florida
48603,Midland,Michigan
28358,Rocky Point,North Carolina
34471,Davenport,Florida
77373,Dallas,Texas
33311,Pompano Beach,Florida
64116,Mount Laurel,Missouri
33781,Tampa,Florida
30907,Charlotte,Georgia
60002,Benton,Illinois
30742,Soddy-Daisy,Georgia
37040,Bowling Green,Tennessee
32839,Indaiatuba,Florida
29729,Huntersville,South Carolina
31204,Commerce,Georgia
30824,Spartanburg,Georgia
30655,Atlanta,Georgia
7104,Holtsville,New Jersey
33781,Glossop,Florida
33901,Cape Coral,Florida
35570,Dickson,Alabama
32804,Melbourne,Florida
30540,Franklin,Georgia
36203,Boise,Alabama
34691,Palm Harbor,Florida
48603,Fenton,Michigan
33614,Largo,Florida
22302,Washington,Virginia
37748,Rockwood,Tennessee
30606,Lawrenceville,Georgia
32301,null,Florida
28092,Medford,North Carolina
28602,Palmyra,North Carolina
40010,La Grange,Kentucky
29072,null,South Carolina
64116,Saint Petersburg,Missouri
27834,null,North Carolina
31407,Folkston,Georgia
27537,Roanoke Rapids,North Carolina
28806,Johnson City,North Carolina
2767,Fullerton,Massachusetts
27262,McLeansville,North Carolina
37311,Murfreesboro,Tennessee
22046,Salinas,Virginia
28806,Medford,North Carolina
8210,Cropseyville,New Jersey
45246,Loveland,Ohio
39042,Gardendale,Mississippi
30097,Grayson,Georgia
33523,Winter Park,Florida
32935,Melbourne,Florida
34601,Spring Hill,Florida
32809,Orlando,Florida
7104,Tempe,New Jersey
30046,Weaverville,Georgia
30824,Decatur,Georgia
31503,null,Georgia
30075,Cumming,Georgia
30075,Charleston,Georgia
34669,Hialeah,Florida
29730,Matthews,South Carolina
30141,Macon,Georgia
30076,Cumming,Georgia
77578,null,Texas
34207,Philadelphia,Florida
61270,Sharon,Illinois
24210,null,Virginia
29067,null,South Carolina
33444,Charleston,Florida
32534,Guthrie,Florida
30040,Loganville,Georgia
18915,Woodbine,Pennsylvania
48603,Marietta,Michigan
75142,Duncanville,Texas
38237,Nashville,Tennessee
67601,Colby,Kansas
48603,Farmington,Michigan
30110,Atlanta,Georgia
32207,Miami,Florida
80303,Crestone,Colorado
34601,Batavia,Florida
32824,null,Florida
48603,Vassar,Michigan
34761,Winter Garden,Florida
7104,Dodgewood,New Jersey
33614,Orlando,Florida
32771,Umatilla,Florida
28570,Beaufort,North Carolina
37660,Franklin,Tennessee
29732,Columbia,South Carolina
30907,North Augusta,Georgia
30060,Covington,Georgia
36606,Redmond,Alabama
31513,Baxley,Georgia
31407,null,Georgia
34207,Bradenton,Florida
48603,Tomah,Michigan
29651,Greer,South Carolina
37421,Asheville,Tennessee
33612,Zephyrhills,Florida
33880,Apopka,Florida
98229,Chicago,Washington
28645,Clayton,North Carolina
32822,null,Florida
30907,Providence,Georgia
30122,Atlanta,Georgia
30271,Newnan,Georgia
33444,Miami,Florida
22302,Pasadena,Virginia
32246,Flowery Branch,Florida
39301,Opelousas,Mississippi
33770,Nashville,Florida
22302,Annandale,Virginia
30060,Saint Petersburg,Georgia
28717,Phoenix,North Carolina
27526,Spring Lake,North Carolina
39047,Jasper,Mississippi
39201,Atlanta,Mississippi
92675,South Gate,California
28303,Rome,North Carolina
29456,Knightdale,South Carolina
48603,Minneapolis,Michigan
28214,Hampton,North Carolina
30360,Wheeling,Georgia
29045,Pittsboro,South Carolina
48603,Flushing,Michigan
30120,Atlanta,Georgia
48603,Chesaning,Michigan
62801,Edwardsville,Illinois
38024,Dyersburg,Tennessee
27596,Durham,North Carolina
27513,null,North Carolina
30060,Atlanta,Georgia
7104,Plainfield,New Jersey
27101,Winston-Salem,North Carolina
29607,Spartanburg,South Carolina
32822,Tampa,Florida
33770,St. Thomas,Florida
67207,Brooklyn,Kansas
32804,Apopka,Florida
28150,Shelby,North Carolina
34207,Avon Park,Florida
29803,Augusta,South Carolina
30337,Winston-Salem,Georgia
34450,Ocala,Florida
93101,Goleta,California
34683,Tampa,Florida
30474,null,Georgia
36608,Jacksonville,Alabama
33990,Fort Myers,Florida
29577,Stone Mountain,South Carolina
48603,Lowell,Michigan
48603,Auburn,Michigan
34638,Saint Petersburg,Florida
37311,Harriman,Tennessee
39531,Northport,Mississippi
29053,Winnsboro,South Carolina
27617,Asheboro,North Carolina
29651,Knoxville,South Carolina
29526,Wilson,South Carolina
18915,Newfoundland,Pennsylvania
27332,Erwin,North Carolina
29170,West Columbia,South Carolina
32444,Jacksonville,Florida
27028,Concord,North Carolina
37920,Knoxville,Tennessee
36203,Pell City,Alabama
30224,Atlanta,Georgia
37040,Fort Campbell North,Tennessee
8037,Pottstown,New Jersey
35816,Madison,Alabama
7104,Middletown,New Jersey
32534,Albany,Florida
33770,Irving,Florida
35117,Pinson,Alabama
30060,Forsyth,Georgia
31204,Ellenwood,Georgia
34207,Bradenton Beach,Florida
31093,Macon,Georgia
32824,Jacksonville,Florida
39301,Butler,Mississippi
28717,Columbia,North Carolina
36203,Page,Alabama
30120,Cartersville,Georgia
42240,Englewood,Kentucky
36526,Metairie,Alabama
31705,Albany,Georgia
30830,Augusta,Georgia
65738,Springfield,Missouri
33548,Byron,Florida
27028,Salisbury,North Carolina
30360,Kennesaw,Georgia
29526,Pawleys Island,South Carolina
61455,Edwardsville,Illinois
28212,null,North Carolina
96814,Alamo,Hawaii
34207,Beirut,Florida
37660,Morristown,Tennessee
31093,Dahlonega,Georgia
48603,Lockhart,Michigan
29645,Youngsville,South Carolina
32505,Rochester,Florida
37209,Lawrenceville,Tennessee
