vin_event,change contact form,click alternative,click contact banner,click contact button,click dealer phone,click features section,click get directions,click vehicle history,display alternatives,edit contact form,report contact form error,report contact form success,show badge detail,show photo modal,submit contact form,visit alternatives,visit badges,visit contact form,visit features,visit market report,visit vehicle history
5TELU42N66Z274989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1GNSCBKC6FR239339,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0,30,0
WBAEV33434KR34152,0,0,0,0,0,5,1,0,3,0,0,0,3,0,0,2,4,2,5,3,0
3MZBM1L76FM209368,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
1GNFC13C37R265103,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0
WDBRF52H36A828339,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,1,0
JN8AF5MRXCT117519,0,1,0,0,0,0,0,0,1,0,0,0,11,1,0,1,3,0,1,1,0
1FADP3F22DL245738,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2CNDL13F056041527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1FMZK01126GA03843,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
WDBRF64J64F494345,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1N4BA41E75C852347,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0
WVWDR91K06W158114,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,6,1,2,1,1
4T1BF28BX1U143021,0,7,0,0,0,5,0,0,9,0,0,0,2,0,0,9,9,1,8,9,0
1G11D5SL3FF257942,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1GNKRHKD4GJ120425,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
JT3VN39W0M8014203,0,0,0,1,0,0,1,0,1,0,0,0,1,2,0,2,10,2,4,1,0
2LMHJ5FR3ABJ10365,0,0,0,0,0,6,0,0,3,0,0,0,1,0,0,6,3,4,3,3,0
KM8SC13D52U300385,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
1GNFC130X7R418677,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,2,4,2,4,2,0
3C6UR5CL8EG152371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
WBAGN63595DS60906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1GMDU06E1XD312514,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
1FM5K7F86DGA36807,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,4,0,2,1,0
5GAKRCED0BJ342798,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0
3GCPCREC0FG154158,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
KM8JU3AG2EU797689,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
SALME15416A200451,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,4,1,2,2,0
WDCGG5HB0DG030961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0
3FAHP0HA5AR411882,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,2,1,0
1FTPW14575KE84110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3FAHP07Z88R158347,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,1,1,0
1G1YY26W385117100,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
WBAWL73518PX54980,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,4,1,2,1,0
WDBNG70J6YA032913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2T1BU4EE0DC098497,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0
2GCEK19T341123109,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,1,2,1,1,2,0
1N4AL21E29N516707,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2D8HN54P58R822580,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,2,0
WDDNG86XX7A103943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1C3CDFBBXFD265243,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
3GNEC12Z75G139700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
WAUBC48H16K004098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
WBADT63483CK37538,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,1,0
1GCHK23698F158340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1GCEK19T13E360128,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,2,2,0
1G1PE5SB9G7125455,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1J8HH48K36C214909,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,1,0
1HGCF854XYA026327,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0
2G61M5S31E9190615,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0
WBAVB17526NK40358,0,0,0,0,0,3,0,0,1,0,0,0,2,1,0,0,2,1,2,1,0
1G1AK18F767633570,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0
2GTEC13C471558697,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,0
4NUDS13S842104782,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0
5LMFU28R34LJ31028,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,6,0,0,1,0
1N6AD0EV9GN732005,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,2,4,2
1GNFK13067R211111,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,4,1,2,1,0
1FMCU9EG0AKD41802,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,2,1,2,2,1
5YFBU4EE2DP100749,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0
1GKKRPKD1FJ329059,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
3D7KS28CX5G701943,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,6,0,0,1,0
3GNEK18R1XG224139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,1,0
1GCHK23214F222121,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
19UUA9F75DA000679,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
5FNYF18797B021160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1G1AD5F55A7144718,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2,3,1,2,1,0
WBAEV53484KM35195,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,3,4,3,6,1,0
WBAET37414NJ43696,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,1,1,0
2G1FD3D34F9291498,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
2HKRM4H56FH687337,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,2,0,2,1,0
2FTRX18W44CA65126,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,3,4,1,0
1N4AL24E58C262027,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,2,1,0
1FTZX1720YNC14341,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1GCEC19X29Z269922,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,1,2,1,0
1GNEK13047R101699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2G4WD582991221188,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
4T1BK3EK9BU609741,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
WVGBV7AX0BW546470,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1HGCP26708A099516,0,2,0,1,0,0,0,0,4,0,0,0,1,1,0,4,13,4,5,4,0
JH4CU26689C010858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
1G4PP5SK9E4136600,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,1,4,1
1FMJK1J51EEF48044,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,2,1,0
1B7GL2AZ0YS705010,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,2,0,0,1,0
2G1WM15K469324462,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,1,4,0,2,1,0
1ZVFT80N475276171,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1C3CCBAG7DN724342,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,4,6,4,6,3,0
KNDJT2A63C7432555,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,1,4,1,0
2CKDL73F266027663,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,2,2,0,3,2,0
JT3HN87R3Y9043587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0
4JGBB86E46A005608,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,1,0
WVWRH63BX3P266377,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,8,0,0,1,0
1G1YY2186H5128519,0,0,0,0,0,4,0,0,2,0,0,0,8,1,0,2,3,2,4,2,0
2GNFLGEK4E6210773,0,1,0,0,0,4,0,0,1,0,0,0,15,1,0,1,6,0,4,1,0
5GAEV13798J115323,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,1,0,0,12,0
JM1NDAD77G0100923,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0
JN8AS5MT0DW503471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2C4GM68445R662982,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1,1,0,2,1,0
1FTPW12V89FA74949,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1G4GC5E33DF222892,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,2,4,2
1GKKRRKD8GJ154242,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1
2G1FE1E31E9124451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
KMHD35LH1EU169690,0,0,0,0,0,0,1,0,3,0,0,0,7,0,0,1,3,1,3,3,0
1FTYR14U02PA54517,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0
WDDGF56XX8F156804,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,3,1,2,1,0
1FTWW33RX8EC60957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,1
1N4AL21EX7C168227,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,2,2,2,1,0
JA3AJ26E65U034958,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,1,0
1GKKRPKD4FJ329444,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
5NPE24AF8FH037464,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,2,4,2
3N1BC13E37L389441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1G1BL82P4TR100149,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,4,1,0
WBABS33413PG90601,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0
5NPDH4AE3GH662972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,2,1,0
2C3CDZAG7FH868958,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1GNFC13067J104720,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,1,0
1GKFK63847J162974,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,1,0
5NPDH4AE2DH371472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
KMHHN65F43U070615,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,1,1,1,0
1J4GW48S51C686623,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,4,1,4,1,0
1N4AL3AP0DC265102,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,2,1,0
WBAUN93578VE94046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0
JNKCV54E57M903585,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,4,1,2,2,0
1G1YY22G0X5131601,0,1,0,0,0,3,0,0,1,0,0,0,6,0,0,1,1,0,1,1,0
JM3TB2DA5D0408853,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
1HGCG5650WA187740,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,2,0
5Y2SP6E01AZ419908,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,6,2,4,1,0
1FADP3F20FL316728,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
3GNGK26KX7G296333,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,1,2,1,0
5NPEB4AC0CH324220,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4T1BK3DB4BU380953,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,8,7,5,7,4,0
3C8FY78G65T592543,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0
1FM5K8D8XDGB38197,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1N6AD0EV5GN730302,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,2,4,2
KMHDU46D38U396562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
1G1PF5SB1G7122949,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
JTEEP21A170200735,0,3,0,0,0,0,0,0,3,0,0,0,6,0,0,5,9,4,5,3,0
3VW4T7AU9GM051925,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,18,1,0,2,0
1G6DM57TX60205842,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0
5NPDH4AE1DH318942,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0
2GCEK13MX71701194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
JN8AR07S2YW447301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1D4HD48N05F615847,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
1G1YY22G1V5104887,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0
WDDDJ72X47A080091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1N4AL11D26N300045,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0
1G11C5SA2DF353737,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
2G1115S35G9141077,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
2C3CDYCJ7DH541587,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2C3CCAGG6GH230486,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2MEFM74V68X612423,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,1,1,2,1,0
1J4FY29P6VP400670,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,3,0,0,1,0
JT3GN86R010219051,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
KMHCT4AE0GU944899,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
4T1BE32K74U285672,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,1,0
2CNDL73F256014431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
1FTSW21P06EC41003,0,0,0,0,0,2,0,0,2,0,0,0,7,4,0,2,5,0,5,2,0
JHMFA36286S015424,0,1,0,0,0,0,0,0,3,0,0,0,4,0,0,2,4,0,4,3,0
3N1AB61E08L649553,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2,2,0,2,28,0
JHLRD2849XC010729,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,5,2,3,2,0
1GCCSBDE2A8137081,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,3,2,4,2,0
WDDGF5EB2BA459148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19UUA56673A045377,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,1,0
KNDJT2A27B7347052,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,2,1,0
1GKKRRKD3GJ136263,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,4,0,4,18,0
1GKDT13S632225287,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0
1C4NJRBB1ED879305,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,2,0,4,2,2
1C4PJLCB5FW699884,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,2,1
1FTFW1CF7CFC23135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3N1CN7AP5FL927772,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
JM3LW28JX20326743,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,1,0
1C6RR6GG0GS226659,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
JHLRE3H39BC004884,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0
2G2FV22GX22171684,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,1,1,0
3GNFC16J27G132116,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,2,1,0,1,1,0
1G8AZ52F83Z134709,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,4,0,0,1,0
1N6BD0CT5DN757887,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,2
5NMSG13D87H049143,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
W04GN5EC6B1085689,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
1C3CCBBB5DN693692,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0
2G4WB52K831129964,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1G1AK55F467626085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1D4RD2GG0BC617140,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,1,1,1,0
1HGCM664X7A056760,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,2,2,2,0
1GNSCJKC5FR532711,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,4,0,4,20,0
5J6YH28736L024299,0,0,0,0,0,3,0,0,2,0,0,0,3,0,0,1,5,1,1,2,0
WBAFR7C59BC605388,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,1,4,2,0
1HGES16365L015262,0,1,0,0,0,0,0,0,3,0,0,0,10,0,0,2,3,1,2,3,0
1FT7W2BT9DEB58992,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,1,0
ZFBERFAT7G6B29759,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,4,1,2,1,0
KNAGM4A75F5527241,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,1,2,1,0
1G4PP5SK0D4252038,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
YV1CZ59H841083423,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0
1B7HD14Y1JS629303,1,0,0,1,0,0,0,0,1,8,0,0,13,0,0,2,6,2,4,1,0
JTEDS42A982021384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0
4S4BSANC7H3253740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1J4G248S3YC286226,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,3,5,2,4,2,0
2HGES16584H634412,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,2,1,0
3MZBM1U73FM151587,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
WDBVG78J25A001318,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0
5N1AR18B18C663167,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,2,4,1,0
1FAFP34N35W277071,0,0,0,0,0,0,0,0,4,0,0,0,9,2,0,1,14,1,2,4,0
JHMAP21445S006763,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,2,0
WMWRE33413TD73236,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,13,2,4,2,0
5NPEC4AC3EH822136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
